species,census,n,m,S_t,N_t,E_t,dn,dm,dS,dN,dE
Wood thrush,1987,0.0,11.308716330735198,18.0,86.0,489.16741123244674,0.2,0.0,6.0,28.0,149.5887045652214
Wood thrush,1988,0.2,11.308716330735198,24.0,114.0,638.7561157976681,0.8,0.0,-3.0,-12.0,-51.561296284493665
Wood thrush,1989,1.0,11.308716330735198,21.0,102.0,587.1948195131745,0.0,0.0,5.0,32.0,169.76647504189418
Wood thrush,1990,1.0,11.308716330735198,26.0,134.0,756.9612945550687,-0.8,0.0,-1.0,-13.0,-94.83080373801465
Wood thrush,1991,0.2,11.308716330735198,25.0,121.0,662.130490817054,-0.2,0.0,0.0,9.0,98.21206532250051
Wood thrush,1992,0.0,11.308716330735198,25.0,130.0,760.3425561395545,0.0,0.0,-4.0,-35.0,-245.2662580152604
Wood thrush,1993,0.0,11.308716330735198,21.0,95.0,515.0762981242941,0.0,0.0,0.0,-10.0,-16.42080807526878
Wood thrush,1994,0.0,11.308716330735198,21.0,85.0,498.65549004902533,0.0,0.0,-2.0,-11.0,54.74896776042334
Wood thrush,1995,0.0,11.308716330735198,19.0,74.0,553.4044578094487,0.0,0.0,2.0,19.0,48.729717722541864
Wood thrush,1996,0.0,11.308716330735198,21.0,93.0,602.1341755319905,0.0,0.0,-2.0,-6.0,-81.22435643851725
Wood thrush,1997,0.0,11.308716330735198,19.0,87.0,520.9098190934733,0.0,0.0,-1.0,-14.0,-129.70067374599694
Wood thrush,1998,0.0,11.308716330735198,18.0,73.0,391.20914534747635,0.0,0.0,-2.0,12.0,85.06387382409855
Wood thrush,1999,0.0,11.308716330735198,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
Wood thrush,2000,0.0,11.308716330735198,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Wood thrush,2001,0.0,11.308716330735198,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Wood thrush,2002,0.0,11.308716330735198,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
Wood thrush,2003,0.0,11.308716330735198,19.0,90.0,542.737095756815,0.0,0.0,3.0,-12.0,-43.556870489634775
Wood thrush,2004,0.0,11.308716330735198,22.0,78.0,499.1802252671803,0.0,0.0,-3.0,18.0,114.20527531547168
Wood thrush,2005,0.0,11.308716330735198,19.0,96.0,613.385500582652,0.0,0.0,4.0,13.0,82.12066491397024
Wood thrush,2006,0.0,11.308716330735198,23.0,109.0,695.5061654966222,0.0,0.0,1.0,-8.0,-6.858380652262554
Wood thrush,2007,0.0,11.308716330735198,24.0,101.0,688.6477848443596,0.0,0.0,-2.0,-8.0,-91.34507924893
Wood thrush,2008,0.0,11.308716330735198,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Wood thrush,2009,0.0,11.308716330735198,19.0,107.0,654.6688237860544,0.0,0.0,4.0,2.0,27.50681673157078
Wood thrush,2010,0.0,11.308716330735198,23.0,109.0,682.1756405176252,0.0,0.0,0.0,-12.0,-68.83183687628036
Wood thrush,2011,0.0,11.308716330735198,23.0,97.0,613.3438036413448,0.0,0.0,-2.0,9.0,65.51972751767255
Wood thrush,2012,0.0,11.308716330735198,21.0,106.0,678.8635311590174,0.0,0.0,1.0,15.0,49.829950069092774
Wood thrush,2013,0.0,11.308716330735198,22.0,121.0,728.6934812281102,0.0,0.0,2.0,-7.0,-32.61267620037563
Wood thrush,2014,0.0,11.308716330735198,24.0,114.0,696.0808050277345,0.0,0.0,0.0,1.0,130.57125964865213
Solitary Vireo,1986,0.0,5.455104517076246,20.0,92.0,541.1675599992918,0.5,0.0,-2.0,-6.0,-52.000148766845086
Solitary Vireo,1987,0.5,5.455104517076246,18.0,86.0,489.16741123244674,-0.5,0.0,6.0,28.0,149.5887045652214
Solitary Vireo,1988,0.0,5.455104517076246,24.0,114.0,638.7561157976681,0.0,0.0,-3.0,-12.0,-51.561296284493665
Solitary Vireo,1989,0.0,5.455104517076246,21.0,102.0,587.1948195131745,0.2,0.0,5.0,32.0,169.76647504189418
Solitary Vireo,1990,0.2,5.455104517076246,26.0,134.0,756.9612945550687,2.3,0.0,-1.0,-13.0,-94.83080373801465
Solitary Vireo,1991,2.5,5.455104517076246,25.0,121.0,662.130490817054,-0.5,0.0,0.0,9.0,98.21206532250051
Solitary Vireo,1992,2.0,5.455104517076246,25.0,130.0,760.3425561395545,0.0,0.0,-4.0,-35.0,-245.2662580152604
Solitary Vireo,1993,2.0,5.455104517076246,21.0,95.0,515.0762981242941,-1.0,0.0,0.0,-10.0,-16.42080807526878
Solitary Vireo,1994,1.0,5.455104517076246,21.0,85.0,498.65549004902533,-1.0,0.0,-2.0,-11.0,54.74896776042334
Solitary Vireo,1995,0.0,5.455104517076246,19.0,74.0,553.4044578094487,0.0,0.0,2.0,19.0,48.729717722541864
Solitary Vireo,1996,0.0,5.455104517076246,21.0,93.0,602.1341755319905,0.0,0.0,-2.0,-6.0,-81.22435643851725
Solitary Vireo,1997,0.0,5.455104517076246,19.0,87.0,520.9098190934733,0.0,0.0,-1.0,-14.0,-129.70067374599694
Solitary Vireo,1998,0.0,5.455104517076246,18.0,73.0,391.20914534747635,3.0,0.0,-2.0,12.0,85.06387382409855
Solitary Vireo,1999,3.0,5.455104517076246,16.0,85.0,476.2730191715749,-1.5,0.0,2.0,5.0,3.440010963380473
Solitary Vireo,2000,1.5,5.455104517076246,18.0,90.0,479.7130301349554,2.0,0.0,3.0,3.0,44.599534938248894
Solitary Vireo,2001,3.5,5.455104517076246,21.0,93.0,524.3125650732043,-3.5,0.0,-1.0,-21.0,-137.68102418134663
Solitary Vireo,2002,0.0,5.455104517076246,20.0,72.0,386.63154089185764,3.0,0.0,-1.0,18.0,156.1055548649574
Solitary Vireo,2003,3.0,5.455104517076246,19.0,90.0,542.737095756815,-2.8,0.0,3.0,-12.0,-43.556870489634775
Solitary Vireo,2004,0.2,5.455104517076246,22.0,78.0,499.1802252671803,0.0,0.0,-3.0,18.0,114.20527531547168
Solitary Vireo,2005,0.2,5.455104517076246,19.0,96.0,613.385500582652,2.8,0.0,4.0,13.0,82.12066491397024
Solitary Vireo,2006,3.0,5.455104517076246,23.0,109.0,695.5061654966222,-1.0,0.0,1.0,-8.0,-6.858380652262554
Solitary Vireo,2007,2.0,5.455104517076246,24.0,101.0,688.6477848443596,2.0,0.0,-2.0,-8.0,-91.34507924893
Solitary Vireo,2008,4.0,5.455104517076246,22.0,93.0,597.3027055954296,-1.5,0.0,-3.0,14.0,57.366118190624775
Solitary Vireo,2009,2.5,5.455104517076246,19.0,107.0,654.6688237860544,-2.3,0.0,4.0,2.0,27.50681673157078
Solitary Vireo,2010,0.2,5.455104517076246,23.0,109.0,682.1756405176252,0.3,0.0,0.0,-12.0,-68.83183687628036
Solitary Vireo,2011,0.5,5.455104517076246,23.0,97.0,613.3438036413448,-0.5,0.0,-2.0,9.0,65.51972751767255
Solitary Vireo,2012,0.0,5.455104517076246,21.0,106.0,678.8635311590174,1.0,0.0,1.0,15.0,49.829950069092774
Solitary Vireo,2013,1.0,5.455104517076246,22.0,121.0,728.6934812281102,-0.8,0.0,2.0,-7.0,-32.61267620037563
Solitary Vireo,2014,0.2,5.455104517076246,24.0,114.0,696.0808050277345,1.8,0.0,0.0,1.0,130.57125964865213
Bonasa umbellus,1986,0.0,64.42259677160023,20.0,92.0,541.1675599992918,0.0,0.0,-2.0,-6.0,-52.000148766845086
Bonasa umbellus,1987,0.0,64.42259677160023,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Bonasa umbellus,1988,0.0,64.42259677160023,24.0,114.0,638.7561157976681,0.0,0.0,-3.0,-12.0,-51.561296284493665
Bonasa umbellus,1989,0.0,64.42259677160023,21.0,102.0,587.1948195131745,0.0,0.0,5.0,32.0,169.76647504189418
Bonasa umbellus,1990,0.0,64.42259677160023,26.0,134.0,756.9612945550687,0.0,0.0,-1.0,-13.0,-94.83080373801465
Bonasa umbellus,1991,0.0,64.42259677160023,25.0,121.0,662.130490817054,0.2,0.0,0.0,9.0,98.21206532250051
Bonasa umbellus,1992,0.2,64.42259677160023,25.0,130.0,760.3425561395545,-0.2,0.0,-4.0,-35.0,-245.2662580152604
Bonasa umbellus,1993,0.0,64.42259677160023,21.0,95.0,515.0762981242941,0.0,0.0,0.0,-10.0,-16.42080807526878
Bonasa umbellus,1994,0.0,64.42259677160023,21.0,85.0,498.65549004902533,2.0,0.0,-2.0,-11.0,54.74896776042334
Bonasa umbellus,1995,2.0,64.42259677160023,19.0,74.0,553.4044578094487,-1.0,0.0,2.0,19.0,48.729717722541864
Bonasa umbellus,1996,1.0,64.42259677160023,21.0,93.0,602.1341755319905,-0.8,0.0,-2.0,-6.0,-81.22435643851725
Bonasa umbellus,1997,0.2,64.42259677160023,19.0,87.0,520.9098190934733,-0.2,0.0,-1.0,-14.0,-129.70067374599694
Bonasa umbellus,1998,0.0,64.42259677160023,18.0,73.0,391.20914534747635,0.0,0.0,-2.0,12.0,85.06387382409855
Bonasa umbellus,1999,0.0,64.42259677160023,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
Bonasa umbellus,2000,0.0,64.42259677160023,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Bonasa umbellus,2001,0.0,64.42259677160023,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Bonasa umbellus,2002,0.0,64.42259677160023,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
Bonasa umbellus,2003,0.0,64.42259677160023,19.0,90.0,542.737095756815,0.2,0.0,3.0,-12.0,-43.556870489634775
Bonasa umbellus,2004,0.2,64.42259677160023,22.0,78.0,499.1802252671803,-0.2,0.0,-3.0,18.0,114.20527531547168
Bonasa umbellus,2005,0.0,64.42259677160023,19.0,96.0,613.385500582652,1.0,0.0,4.0,13.0,82.12066491397024
Bonasa umbellus,2006,1.0,64.42259677160023,23.0,109.0,695.5061654966222,0.0,0.0,1.0,-8.0,-6.858380652262554
Bonasa umbellus,2007,1.0,64.42259677160023,24.0,101.0,688.6477848443596,-0.8,0.0,-2.0,-8.0,-91.34507924893
Bonasa umbellus,2008,0.2,64.42259677160023,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Bonasa umbellus,2009,0.2,64.42259677160023,19.0,107.0,654.6688237860544,0.0,0.0,4.0,2.0,27.50681673157078
Bonasa umbellus,2010,0.2,64.42259677160023,23.0,109.0,682.1756405176252,-0.2,0.0,0.0,-12.0,-68.83183687628036
Bonasa umbellus,2011,0.0,64.42259677160023,23.0,97.0,613.3438036413448,0.0,0.0,-2.0,9.0,65.51972751767255
Bonasa umbellus,2012,0.0,64.42259677160023,21.0,106.0,678.8635311590174,0.0,0.0,1.0,15.0,49.829950069092774
Bonasa umbellus,2013,0.0,64.42259677160023,22.0,121.0,728.6934812281102,0.2,0.0,2.0,-7.0,-32.61267620037563
Bonasa umbellus,2014,0.2,64.42259677160023,24.0,114.0,696.0808050277345,1.8,0.0,0.0,1.0,130.57125964865213
Winter wren,1986,0.0,3.9165032214220905,20.0,92.0,541.1675599992918,0.5,0.0,-2.0,-6.0,-52.000148766845086
Winter wren,1987,0.5,3.9165032214220905,18.0,86.0,489.16741123244674,0.5,0.0,6.0,28.0,149.5887045652214
Winter wren,1988,1.0,3.9165032214220905,24.0,114.0,638.7561157976681,0.0,0.0,-3.0,-12.0,-51.561296284493665
Winter wren,1989,1.0,3.9165032214220905,21.0,102.0,587.1948195131745,1.0,0.0,5.0,32.0,169.76647504189418
Winter wren,1990,2.0,3.9165032214220905,26.0,134.0,756.9612945550687,1.0,0.0,-1.0,-13.0,-94.83080373801465
Winter wren,1991,3.0,3.9165032214220905,25.0,121.0,662.130490817054,-2.0,0.0,0.0,9.0,98.21206532250051
Winter wren,1992,1.0,3.9165032214220905,25.0,130.0,760.3425561395545,-0.8,0.0,-4.0,-35.0,-245.2662580152604
Winter wren,1993,0.2,3.9165032214220905,21.0,95.0,515.0762981242941,0.8,0.0,0.0,-10.0,-16.42080807526878
Winter wren,1994,1.0,3.9165032214220905,21.0,85.0,498.65549004902533,-0.8,0.0,-2.0,-11.0,54.74896776042334
Winter wren,1995,0.2,3.9165032214220905,19.0,74.0,553.4044578094487,1.3,0.0,2.0,19.0,48.729717722541864
Winter wren,1996,1.5,3.9165032214220905,21.0,93.0,602.1341755319905,-1.5,0.0,-2.0,-6.0,-81.22435643851725
Winter wren,1997,0.0,3.9165032214220905,19.0,87.0,520.9098190934733,4.0,0.0,-1.0,-14.0,-129.70067374599694
Winter wren,1998,4.0,3.9165032214220905,18.0,73.0,391.20914534747635,-3.0,0.0,-2.0,12.0,85.06387382409855
Winter wren,1999,1.0,3.9165032214220905,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
Winter wren,2000,1.0,3.9165032214220905,18.0,90.0,479.7130301349554,-0.8,0.0,3.0,3.0,44.599534938248894
Winter wren,2001,0.2,3.9165032214220905,21.0,93.0,524.3125650732043,0.8,0.0,-1.0,-21.0,-137.68102418134663
Winter wren,2002,1.0,3.9165032214220905,20.0,72.0,386.63154089185764,-1.0,0.0,-1.0,18.0,156.1055548649574
Winter wren,2003,0.0,3.9165032214220905,19.0,90.0,542.737095756815,3.0,0.0,3.0,-12.0,-43.556870489634775
Winter wren,2004,3.0,3.9165032214220905,22.0,78.0,499.1802252671803,-1.0,0.0,-3.0,18.0,114.20527531547168
Winter wren,2005,2.0,3.9165032214220905,19.0,96.0,613.385500582652,-0.5,0.0,4.0,13.0,82.12066491397024
Winter wren,2006,1.5,3.9165032214220905,23.0,109.0,695.5061654966222,-0.5,0.0,1.0,-8.0,-6.858380652262554
Winter wren,2007,1.0,3.9165032214220905,24.0,101.0,688.6477848443596,1.5,0.0,-2.0,-8.0,-91.34507924893
Winter wren,2008,2.5,3.9165032214220905,22.0,93.0,597.3027055954296,-2.5,0.0,-3.0,14.0,57.366118190624775
Winter wren,2009,0.0,3.9165032214220905,19.0,107.0,654.6688237860544,1.0,0.0,4.0,2.0,27.50681673157078
Winter wren,2010,1.0,3.9165032214220905,23.0,109.0,682.1756405176252,2.0,0.0,0.0,-12.0,-68.83183687628036
Winter wren,2011,3.0,3.9165032214220905,23.0,97.0,613.3438036413448,-3.0,0.0,-2.0,9.0,65.51972751767255
Winter wren,2012,0.0,3.9165032214220905,21.0,106.0,678.8635311590174,3.5,0.0,1.0,15.0,49.829950069092774
Winter wren,2013,3.5,3.9165032214220905,22.0,121.0,728.6934812281102,-3.0,0.0,2.0,-7.0,-32.61267620037563
Winter wren,2014,0.5,3.9165032214220905,24.0,114.0,696.0808050277345,-0.3,0.0,0.0,1.0,130.57125964865213
Yellow-throated Warbler,1986,1.5,3.8332978075935,20.0,92.0,541.1675599992918,-1.5,0.0,-2.0,-6.0,-52.000148766845086
Yellow-throated Warbler,1987,0.0,3.8332978075935,18.0,86.0,489.16741123244674,2.5,0.0,6.0,28.0,149.5887045652214
Yellow-throated Warbler,1988,2.5,3.8332978075935,24.0,114.0,638.7561157976681,-0.5,0.0,-3.0,-12.0,-51.561296284493665
Yellow-throated Warbler,1989,2.0,3.8332978075935,21.0,102.0,587.1948195131745,0.0,0.0,5.0,32.0,169.76647504189418
Yellow-throated Warbler,1990,2.0,3.8332978075935,26.0,134.0,756.9612945550687,0.0,0.0,-1.0,-13.0,-94.83080373801465
Yellow-throated Warbler,1991,2.0,3.8332978075935,25.0,121.0,662.130490817054,1.0,0.0,0.0,9.0,98.21206532250051
Yellow-throated Warbler,1992,3.0,3.8332978075935,25.0,130.0,760.3425561395545,-2.8,0.0,-4.0,-35.0,-245.2662580152604
Yellow-throated Warbler,1993,0.2,3.8332978075935,21.0,95.0,515.0762981242941,-0.2,0.0,0.0,-10.0,-16.42080807526878
Yellow-throated Warbler,1994,0.0,3.8332978075935,21.0,85.0,498.65549004902533,0.0,0.0,-2.0,-11.0,54.74896776042334
Yellow-throated Warbler,1995,0.0,3.8332978075935,19.0,74.0,553.4044578094487,2.0,0.0,2.0,19.0,48.729717722541864
Yellow-throated Warbler,1996,2.0,3.8332978075935,21.0,93.0,602.1341755319905,0.5,0.0,-2.0,-6.0,-81.22435643851725
Yellow-throated Warbler,1997,2.5,3.8332978075935,19.0,87.0,520.9098190934733,-2.5,0.0,-1.0,-14.0,-129.70067374599694
Yellow-throated Warbler,1998,0.0,3.8332978075935,18.0,73.0,391.20914534747635,0.0,0.0,-2.0,12.0,85.06387382409855
Yellow-throated Warbler,1999,0.0,3.8332978075935,16.0,85.0,476.2730191715749,2.0,0.0,2.0,5.0,3.440010963380473
Yellow-throated Warbler,2000,2.0,3.8332978075935,18.0,90.0,479.7130301349554,2.0,0.0,3.0,3.0,44.599534938248894
Yellow-throated Warbler,2001,4.0,3.8332978075935,21.0,93.0,524.3125650732043,-2.0,0.0,-1.0,-21.0,-137.68102418134663
Yellow-throated Warbler,2002,2.0,3.8332978075935,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
Yellow-throated Warbler,2003,2.0,3.8332978075935,19.0,90.0,542.737095756815,-2.0,0.0,3.0,-12.0,-43.556870489634775
Yellow-throated Warbler,2004,0.0,3.8332978075935,22.0,78.0,499.1802252671803,2.0,0.0,-3.0,18.0,114.20527531547168
Yellow-throated Warbler,2005,2.0,3.8332978075935,19.0,96.0,613.385500582652,2.5,0.0,4.0,13.0,82.12066491397024
Yellow-throated Warbler,2006,4.5,3.8332978075935,23.0,109.0,695.5061654966222,-2.5,0.0,1.0,-8.0,-6.858380652262554
Yellow-throated Warbler,2007,2.0,3.8332978075935,24.0,101.0,688.6477848443596,-1.5,0.0,-2.0,-8.0,-91.34507924893
Yellow-throated Warbler,2008,0.5,3.8332978075935,22.0,93.0,597.3027055954296,-0.5,0.0,-3.0,14.0,57.366118190624775
Yellow-throated Warbler,2009,0.0,3.8332978075935,19.0,107.0,654.6688237860544,2.5,0.0,4.0,2.0,27.50681673157078
Yellow-throated Warbler,2010,2.5,3.8332978075935,23.0,109.0,682.1756405176252,-1.5,0.0,0.0,-12.0,-68.83183687628036
Yellow-throated Warbler,2011,1.0,3.8332978075935,23.0,97.0,613.3438036413448,1.0,0.0,-2.0,9.0,65.51972751767255
Yellow-throated Warbler,2012,2.0,3.8332978075935,21.0,106.0,678.8635311590174,7.0,0.0,1.0,15.0,49.829950069092774
Yellow-throated Warbler,2013,9.0,3.8332978075935,22.0,121.0,728.6934812281102,-4.5,0.0,2.0,-7.0,-32.61267620037563
Yellow-throated Warbler,2014,4.5,3.8332978075935,24.0,114.0,696.0808050277345,-2.5,0.0,0.0,1.0,130.57125964865213
Red-breasted nuthatch,1986,0.0,3.9165032214220905,20.0,92.0,541.1675599992918,0.0,0.0,-2.0,-6.0,-52.000148766845086
Red-breasted nuthatch,1987,0.0,3.9165032214220905,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Red-breasted nuthatch,1988,0.0,3.9165032214220905,24.0,114.0,638.7561157976681,0.0,0.0,-3.0,-12.0,-51.561296284493665
Red-breasted nuthatch,1989,0.0,3.9165032214220905,21.0,102.0,587.1948195131745,0.0,0.0,5.0,32.0,169.76647504189418
Red-breasted nuthatch,1990,0.0,3.9165032214220905,26.0,134.0,756.9612945550687,0.0,0.0,-1.0,-13.0,-94.83080373801465
Red-breasted nuthatch,1991,0.0,3.9165032214220905,25.0,121.0,662.130490817054,0.0,0.0,0.0,9.0,98.21206532250051
Red-breasted nuthatch,1992,0.0,3.9165032214220905,25.0,130.0,760.3425561395545,0.0,0.0,-4.0,-35.0,-245.2662580152604
Red-breasted nuthatch,1993,0.0,3.9165032214220905,21.0,95.0,515.0762981242941,0.2,0.0,0.0,-10.0,-16.42080807526878
Red-breasted nuthatch,1994,0.2,3.9165032214220905,21.0,85.0,498.65549004902533,0.0,0.0,-2.0,-11.0,54.74896776042334
Red-breasted nuthatch,1995,0.2,3.9165032214220905,19.0,74.0,553.4044578094487,-0.2,0.0,2.0,19.0,48.729717722541864
Red-breasted nuthatch,1996,0.0,3.9165032214220905,21.0,93.0,602.1341755319905,0.0,0.0,-2.0,-6.0,-81.22435643851725
Red-breasted nuthatch,1997,0.0,3.9165032214220905,19.0,87.0,520.9098190934733,0.0,0.0,-1.0,-14.0,-129.70067374599694
Red-breasted nuthatch,1998,0.0,3.9165032214220905,18.0,73.0,391.20914534747635,0.0,0.0,-2.0,12.0,85.06387382409855
Red-breasted nuthatch,1999,0.0,3.9165032214220905,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
Red-breasted nuthatch,2000,0.0,3.9165032214220905,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Red-breasted nuthatch,2001,0.0,3.9165032214220905,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Red-breasted nuthatch,2002,0.0,3.9165032214220905,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
Red-breasted nuthatch,2003,0.0,3.9165032214220905,19.0,90.0,542.737095756815,0.0,0.0,3.0,-12.0,-43.556870489634775
Red-breasted nuthatch,2004,0.0,3.9165032214220905,22.0,78.0,499.1802252671803,0.0,0.0,-3.0,18.0,114.20527531547168
Red-breasted nuthatch,2005,0.0,3.9165032214220905,19.0,96.0,613.385500582652,0.2,0.0,4.0,13.0,82.12066491397024
Red-breasted nuthatch,2006,0.2,3.9165032214220905,23.0,109.0,695.5061654966222,-0.2,0.0,1.0,-8.0,-6.858380652262554
Red-breasted nuthatch,2007,0.0,3.9165032214220905,24.0,101.0,688.6477848443596,0.0,0.0,-2.0,-8.0,-91.34507924893
Red-breasted nuthatch,2008,0.0,3.9165032214220905,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Red-breasted nuthatch,2009,0.0,3.9165032214220905,19.0,107.0,654.6688237860544,0.0,0.0,4.0,2.0,27.50681673157078
Red-breasted nuthatch,2010,0.0,3.9165032214220905,23.0,109.0,682.1756405176252,0.0,0.0,0.0,-12.0,-68.83183687628036
Red-breasted nuthatch,2011,0.0,3.9165032214220905,23.0,97.0,613.3438036413448,0.0,0.0,-2.0,9.0,65.51972751767255
Red-breasted nuthatch,2012,0.0,3.9165032214220905,21.0,106.0,678.8635311590174,0.0,0.0,1.0,15.0,49.829950069092774
Red-breasted nuthatch,2013,0.0,3.9165032214220905,22.0,121.0,728.6934812281102,1.0,0.0,2.0,-7.0,-32.61267620037563
Red-breasted nuthatch,2014,1.0,3.9165032214220905,24.0,114.0,696.0808050277345,1.0,0.0,0.0,1.0,130.57125964865213
White-breasted nuthatch,1986,1.0,6.384466831093798,20.0,92.0,541.1675599992918,0.0,0.0,-2.0,-6.0,-52.000148766845086
White-breasted nuthatch,1987,1.0,6.384466831093798,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
