species,census,n,m,S_t,N_t,E_t,dn,dm,dS,dN,dE
White-breasted nuthatch,1988,1.0,6.384466831093798,24.0,114.0,638.7561157976681,1.0,0.0,-3.0,-12.0,-51.561296284493665
White-breasted nuthatch,1989,2.0,6.384466831093798,21.0,102.0,587.1948195131745,1.0,0.0,5.0,32.0,169.76647504189418
White-breasted nuthatch,1990,3.0,6.384466831093798,26.0,134.0,756.9612945550687,-1.5,0.0,-1.0,-13.0,-94.83080373801465
White-breasted nuthatch,1991,1.5,6.384466831093798,25.0,121.0,662.130490817054,0.5,0.0,0.0,9.0,98.21206532250051
White-breasted nuthatch,1992,2.0,6.384466831093798,25.0,130.0,760.3425561395545,0.0,0.0,-4.0,-35.0,-245.2662580152604
White-breasted nuthatch,1993,2.0,6.384466831093798,21.0,95.0,515.0762981242941,-1.0,0.0,0.0,-10.0,-16.42080807526878
White-breasted nuthatch,1994,1.0,6.384466831093798,21.0,85.0,498.65549004902533,-0.8,0.0,-2.0,-11.0,54.74896776042334
White-breasted nuthatch,1995,0.2,6.384466831093798,19.0,74.0,553.4044578094487,2.8,0.0,2.0,19.0,48.729717722541864
White-breasted nuthatch,1996,3.0,6.384466831093798,21.0,93.0,602.1341755319905,-1.5,0.0,-2.0,-6.0,-81.22435643851725
White-breasted nuthatch,1997,1.5,6.384466831093798,19.0,87.0,520.9098190934733,-1.3,0.0,-1.0,-14.0,-129.70067374599694
White-breasted nuthatch,1998,0.2,6.384466831093798,18.0,73.0,391.20914534747635,1.8,0.0,-2.0,12.0,85.06387382409855
White-breasted nuthatch,1999,2.0,6.384466831093798,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
White-breasted nuthatch,2000,2.0,6.384466831093798,18.0,90.0,479.7130301349554,-1.0,0.0,3.0,3.0,44.599534938248894
White-breasted nuthatch,2001,1.0,6.384466831093798,21.0,93.0,524.3125650732043,1.0,0.0,-1.0,-21.0,-137.68102418134663
White-breasted nuthatch,2002,2.0,6.384466831093798,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
White-breasted nuthatch,2003,2.0,6.384466831093798,19.0,90.0,542.737095756815,-1.8,0.0,3.0,-12.0,-43.556870489634775
White-breasted nuthatch,2004,0.2,6.384466831093798,22.0,78.0,499.1802252671803,-0.2,0.0,-3.0,18.0,114.20527531547168
White-breasted nuthatch,2005,0.0,6.384466831093798,19.0,96.0,613.385500582652,2.0,0.0,4.0,13.0,82.12066491397024
White-breasted nuthatch,2006,2.0,6.384466831093798,23.0,109.0,695.5061654966222,0.0,0.0,1.0,-8.0,-6.858380652262554
White-breasted nuthatch,2007,2.0,6.384466831093798,24.0,101.0,688.6477848443596,-1.8,0.0,-2.0,-8.0,-91.34507924893
White-breasted nuthatch,2008,0.2,6.384466831093798,22.0,93.0,597.3027055954296,0.3,0.0,-3.0,14.0,57.366118190624775
White-breasted nuthatch,2009,0.5,6.384466831093798,19.0,107.0,654.6688237860544,-0.3,0.0,4.0,2.0,27.50681673157078
White-breasted nuthatch,2010,0.2,6.384466831093798,23.0,109.0,682.1756405176252,0.3,0.0,0.0,-12.0,-68.83183687628036
White-breasted nuthatch,2011,0.5,6.384466831093798,23.0,97.0,613.3438036413448,-0.3,0.0,-2.0,9.0,65.51972751767255
White-breasted nuthatch,2012,0.2,6.384466831093798,21.0,106.0,678.8635311590174,0.0,0.0,1.0,15.0,49.829950069092774
White-breasted nuthatch,2013,0.2,6.384466831093798,22.0,121.0,728.6934812281102,0.3,0.0,2.0,-7.0,-32.61267620037563
White-breasted nuthatch,2014,0.5,6.384466831093798,24.0,114.0,696.0808050277345,2.5,0.0,0.0,1.0,130.57125964865213
Hairy woodpecker,1986,1.5,15.44161095217219,20.0,92.0,541.1675599992918,0.0,0.0,-2.0,-6.0,-52.000148766845086
Hairy woodpecker,1987,1.5,15.44161095217219,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Hairy woodpecker,1988,1.5,15.44161095217219,24.0,114.0,638.7561157976681,-0.5,0.0,-3.0,-12.0,-51.561296284493665
Hairy woodpecker,1989,1.0,15.44161095217219,21.0,102.0,587.1948195131745,0.0,0.0,5.0,32.0,169.76647504189418
Hairy woodpecker,1990,1.0,15.44161095217219,26.0,134.0,756.9612945550687,1.0,0.0,-1.0,-13.0,-94.83080373801465
Hairy woodpecker,1991,2.0,15.44161095217219,25.0,121.0,662.130490817054,0.0,0.0,0.0,9.0,98.21206532250051
Hairy woodpecker,1992,2.0,15.44161095217219,25.0,130.0,760.3425561395545,-1.0,0.0,-4.0,-35.0,-245.2662580152604
Hairy woodpecker,1993,1.0,15.44161095217219,21.0,95.0,515.0762981242941,0.0,0.0,0.0,-10.0,-16.42080807526878
Hairy woodpecker,1994,1.0,15.44161095217219,21.0,85.0,498.65549004902533,1.0,0.0,-2.0,-11.0,54.74896776042334
Hairy woodpecker,1995,2.0,15.44161095217219,19.0,74.0,553.4044578094487,0.0,0.0,2.0,19.0,48.729717722541864
Hairy woodpecker,1996,2.0,15.44161095217219,21.0,93.0,602.1341755319905,-1.0,0.0,-2.0,-6.0,-81.22435643851725
Hairy woodpecker,1997,1.0,15.44161095217219,19.0,87.0,520.9098190934733,-0.8,0.0,-1.0,-14.0,-129.70067374599694
Hairy woodpecker,1998,0.2,15.44161095217219,18.0,73.0,391.20914534747635,2.3,0.0,-2.0,12.0,85.06387382409855
Hairy woodpecker,1999,2.5,15.44161095217219,16.0,85.0,476.2730191715749,-0.5,0.0,2.0,5.0,3.440010963380473
Hairy woodpecker,2000,2.0,15.44161095217219,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Hairy woodpecker,2001,2.0,15.44161095217219,21.0,93.0,524.3125650732043,-1.0,0.0,-1.0,-21.0,-137.68102418134663
Hairy woodpecker,2002,1.0,15.44161095217219,20.0,72.0,386.63154089185764,2.0,0.0,-1.0,18.0,156.1055548649574
Hairy woodpecker,2003,3.0,15.44161095217219,19.0,90.0,542.737095756815,-1.0,0.0,3.0,-12.0,-43.556870489634775
Hairy woodpecker,2004,2.0,15.44161095217219,22.0,78.0,499.1802252671803,0.5,0.0,-3.0,18.0,114.20527531547168
Hairy woodpecker,2005,2.5,15.44161095217219,19.0,96.0,613.385500582652,0.5,0.0,4.0,13.0,82.12066491397024
Hairy woodpecker,2006,3.0,15.44161095217219,23.0,109.0,695.5061654966222,1.0,0.0,1.0,-8.0,-6.858380652262554
Hairy woodpecker,2007,4.0,15.44161095217219,24.0,101.0,688.6477848443596,-1.5,0.0,-2.0,-8.0,-91.34507924893
Hairy woodpecker,2008,2.5,15.44161095217219,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Hairy woodpecker,2009,2.5,15.44161095217219,19.0,107.0,654.6688237860544,0.0,0.0,4.0,2.0,27.50681673157078
Hairy woodpecker,2010,2.5,15.44161095217219,23.0,109.0,682.1756405176252,0.5,0.0,0.0,-12.0,-68.83183687628036
Hairy woodpecker,2011,3.0,15.44161095217219,23.0,97.0,613.3438036413448,1.5,0.0,-2.0,9.0,65.51972751767255
Hairy woodpecker,2012,4.5,15.44161095217219,21.0,106.0,678.8635311590174,-0.5,0.0,1.0,15.0,49.829950069092774
Hairy woodpecker,2013,4.0,15.44161095217219,22.0,121.0,728.6934812281102,-2.0,0.0,2.0,-7.0,-32.61267620037563
Hairy woodpecker,2014,2.0,15.44161095217219,24.0,114.0,696.0808050277345,0.0,0.0,0.0,1.0,130.57125964865213
Rose-breasted grosbeak,1986,2.5,11.308716330735198,20.0,92.0,541.1675599992918,0.0,0.0,-2.0,-6.0,-52.000148766845086
Rose-breasted grosbeak,1987,2.5,11.308716330735198,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Rose-breasted grosbeak,1988,2.5,11.308716330735198,24.0,114.0,638.7561157976681,0.5,0.0,-3.0,-12.0,-51.561296284493665
Rose-breasted grosbeak,1989,3.0,11.308716330735198,21.0,102.0,587.1948195131745,1.5,0.0,5.0,32.0,169.76647504189418
Rose-breasted grosbeak,1990,4.5,11.308716330735198,26.0,134.0,756.9612945550687,-2.5,0.0,-1.0,-13.0,-94.83080373801465
Rose-breasted grosbeak,1991,2.0,11.308716330735198,25.0,121.0,662.130490817054,2.0,0.0,0.0,9.0,98.21206532250051
Rose-breasted grosbeak,1992,4.0,11.308716330735198,25.0,130.0,760.3425561395545,-3.5,0.0,-4.0,-35.0,-245.2662580152604
Rose-breasted grosbeak,1993,0.5,11.308716330735198,21.0,95.0,515.0762981242941,1.5,0.0,0.0,-10.0,-16.42080807526878
Rose-breasted grosbeak,1994,2.0,11.308716330735198,21.0,85.0,498.65549004902533,0.0,0.0,-2.0,-11.0,54.74896776042334
Rose-breasted grosbeak,1995,2.0,11.308716330735198,19.0,74.0,553.4044578094487,0.0,0.0,2.0,19.0,48.729717722541864
Rose-breasted grosbeak,1996,2.0,11.308716330735198,21.0,93.0,602.1341755319905,2.0,0.0,-2.0,-6.0,-81.22435643851725
Rose-breasted grosbeak,1997,4.0,11.308716330735198,19.0,87.0,520.9098190934733,-3.8,0.0,-1.0,-14.0,-129.70067374599694
Rose-breasted grosbeak,1998,0.2,11.308716330735198,18.0,73.0,391.20914534747635,1.8,0.0,-2.0,12.0,85.06387382409855
Rose-breasted grosbeak,1999,2.0,11.308716330735198,16.0,85.0,476.2730191715749,-1.8,0.0,2.0,5.0,3.440010963380473
Rose-breasted grosbeak,2000,0.2,11.308716330735198,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Rose-breasted grosbeak,2001,0.2,11.308716330735198,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Rose-breasted grosbeak,2002,0.2,11.308716330735198,20.0,72.0,386.63154089185764,1.8,0.0,-1.0,18.0,156.1055548649574
Rose-breasted grosbeak,2003,2.0,11.308716330735198,19.0,90.0,542.737095756815,2.0,0.0,3.0,-12.0,-43.556870489634775
Rose-breasted grosbeak,2004,4.0,11.308716330735198,22.0,78.0,499.1802252671803,-1.0,0.0,-3.0,18.0,114.20527531547168
Rose-breasted grosbeak,2005,3.0,11.308716330735198,19.0,96.0,613.385500582652,-0.5,0.0,4.0,13.0,82.12066491397024
Rose-breasted grosbeak,2006,2.5,11.308716330735198,23.0,109.0,695.5061654966222,0.0,0.0,1.0,-8.0,-6.858380652262554
Rose-breasted grosbeak,2007,2.5,11.308716330735198,24.0,101.0,688.6477848443596,0.5,0.0,-2.0,-8.0,-91.34507924893
Rose-breasted grosbeak,2008,3.0,11.308716330735198,22.0,93.0,597.3027055954296,-1.0,0.0,-3.0,14.0,57.366118190624775
Rose-breasted grosbeak,2009,2.0,11.308716330735198,19.0,107.0,654.6688237860544,1.5,0.0,4.0,2.0,27.50681673157078
Rose-breasted grosbeak,2010,3.5,11.308716330735198,23.0,109.0,682.1756405176252,0.5,0.0,0.0,-12.0,-68.83183687628036
Rose-breasted grosbeak,2011,4.0,11.308716330735198,23.0,97.0,613.3438036413448,1.5,0.0,-2.0,9.0,65.51972751767255
Rose-breasted grosbeak,2012,5.5,11.308716330735198,21.0,106.0,678.8635311590174,-1.5,0.0,1.0,15.0,49.829950069092774
Rose-breasted grosbeak,2013,4.0,11.308716330735198,22.0,121.0,728.6934812281102,0.0,0.0,2.0,-7.0,-32.61267620037563
Rose-breasted grosbeak,2014,4.0,11.308716330735198,24.0,114.0,696.0808050277345,-1.0,0.0,0.0,1.0,130.57125964865213
Catharus fuscescens,1986,2.5,8.873008951433635,20.0,92.0,541.1675599992918,-1.0,0.0,-2.0,-6.0,-52.000148766845086
Catharus fuscescens,1987,1.5,8.873008951433635,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Catharus fuscescens,1988,1.5,8.873008951433635,24.0,114.0,638.7561157976681,-1.0,0.0,-3.0,-12.0,-51.561296284493665
Catharus fuscescens,1989,0.5,8.873008951433635,21.0,102.0,587.1948195131745,1.5,0.0,5.0,32.0,169.76647504189418
Catharus fuscescens,1990,2.0,8.873008951433635,26.0,134.0,756.9612945550687,0.5,0.0,-1.0,-13.0,-94.83080373801465
Catharus fuscescens,1991,2.5,8.873008951433635,25.0,121.0,662.130490817054,3.5,0.0,0.0,9.0,98.21206532250051
Catharus fuscescens,1992,6.0,8.873008951433635,25.0,130.0,760.3425561395545,-2.5,0.0,-4.0,-35.0,-245.2662580152604
Catharus fuscescens,1993,3.5,8.873008951433635,21.0,95.0,515.0762981242941,0.5,0.0,0.0,-10.0,-16.42080807526878
Catharus fuscescens,1994,4.0,8.873008951433635,21.0,85.0,498.65549004902533,-1.0,0.0,-2.0,-11.0,54.74896776042334
Catharus fuscescens,1995,3.0,8.873008951433635,19.0,74.0,553.4044578094487,0.0,0.0,2.0,19.0,48.729717722541864
Catharus fuscescens,1996,3.0,8.873008951433635,21.0,93.0,602.1341755319905,-0.5,0.0,-2.0,-6.0,-81.22435643851725
Catharus fuscescens,1997,2.5,8.873008951433635,19.0,87.0,520.9098190934733,-0.5,0.0,-1.0,-14.0,-129.70067374599694
Catharus fuscescens,1998,2.0,8.873008951433635,18.0,73.0,391.20914534747635,0.5,0.0,-2.0,12.0,85.06387382409855
Catharus fuscescens,1999,2.5,8.873008951433635,16.0,85.0,476.2730191715749,-2.5,0.0,2.0,5.0,3.440010963380473
Catharus fuscescens,2000,0.0,8.873008951433635,18.0,90.0,479.7130301349554,0.2,0.0,3.0,3.0,44.599534938248894
Catharus fuscescens,2001,0.2,8.873008951433635,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Catharus fuscescens,2002,0.2,8.873008951433635,20.0,72.0,386.63154089185764,-0.2,0.0,-1.0,18.0,156.1055548649574
Catharus fuscescens,2003,0.0,8.873008951433635,19.0,90.0,542.737095756815,0.0,0.0,3.0,-12.0,-43.556870489634775
Catharus fuscescens,2004,0.0,8.873008951433635,22.0,78.0,499.1802252671803,1.0,0.0,-3.0,18.0,114.20527531547168
Catharus fuscescens,2005,1.0,8.873008951433635,19.0,96.0,613.385500582652,-1.0,0.0,4.0,13.0,82.12066491397024
Catharus fuscescens,2006,0.0,8.873008951433635,23.0,109.0,695.5061654966222,0.0,0.0,1.0,-8.0,-6.858380652262554
Catharus fuscescens,2007,0.0,8.873008951433635,24.0,101.0,688.6477848443596,0.0,0.0,-2.0,-8.0,-91.34507924893
Catharus fuscescens,2008,0.0,8.873008951433635,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Catharus fuscescens,2009,0.0,8.873008951433635,19.0,107.0,654.6688237860544,0.0,0.0,4.0,2.0,27.50681673157078
Catharus fuscescens,2010,0.0,8.873008951433635,23.0,109.0,682.1756405176252,0.0,0.0,0.0,-12.0,-68.83183687628036
Catharus fuscescens,2011,0.0,8.873008951433635,23.0,97.0,613.3438036413448,0.0,0.0,-2.0,9.0,65.51972751767255
Catharus fuscescens,2012,0.0,8.873008951433635,21.0,106.0,678.8635311590174,0.0,0.0,1.0,15.0,49.829950069092774
Catharus fuscescens,2013,0.0,8.873008951433635,22.0,121.0,728.6934812281102,0.0,0.0,2.0,-7.0,-32.61267620037563
Catharus fuscescens,2014,0.0,8.873008951433635,24.0,114.0,696.0808050277345,0.0,0.0,0.0,1.0,130.57125964865213
Swainsons Thrush,1986,1.5,8.093658950385223,20.0,92.0,541.1675599992918,0.5,0.0,-2.0,-6.0,-52.000148766845086
Swainsons Thrush,1987,2.0,8.093658950385223,18.0,86.0,489.16741123244674,0.0,0.0,6.0,28.0,149.5887045652214
Swainsons Thrush,1988,2.0,8.093658950385223,24.0,114.0,638.7561157976681,0.0,0.0,-3.0,-12.0,-51.561296284493665
Swainsons Thrush,1989,2.0,8.093658950385223,21.0,102.0,587.1948195131745,1.5,0.0,5.0,32.0,169.76647504189418
Swainsons Thrush,1990,3.5,8.093658950385223,26.0,134.0,756.9612945550687,-1.0,0.0,-1.0,-13.0,-94.83080373801465
Swainsons Thrush,1991,2.5,8.093658950385223,25.0,121.0,662.130490817054,1.0,0.0,0.0,9.0,98.21206532250051
Swainsons Thrush,1992,3.5,8.093658950385223,25.0,130.0,760.3425561395545,-1.0,0.0,-4.0,-35.0,-245.2662580152604
Swainsons Thrush,1993,2.5,8.093658950385223,21.0,95.0,515.0762981242941,-2.5,0.0,0.0,-10.0,-16.42080807526878
Swainsons Thrush,1994,0.0,8.093658950385223,21.0,85.0,498.65549004902533,0.0,0.0,-2.0,-11.0,54.74896776042334
Swainsons Thrush,1995,0.0,8.093658950385223,19.0,74.0,553.4044578094487,0.5,0.0,2.0,19.0,48.729717722541864
Swainsons Thrush,1996,0.5,8.093658950385223,21.0,93.0,602.1341755319905,1.5,0.0,-2.0,-6.0,-81.22435643851725
Swainsons Thrush,1997,2.0,8.093658950385223,19.0,87.0,520.9098190934733,-2.0,0.0,-1.0,-14.0,-129.70067374599694
Swainsons Thrush,1998,0.0,8.093658950385223,18.0,73.0,391.20914534747635,0.0,0.0,-2.0,12.0,85.06387382409855
Swainsons Thrush,1999,0.0,8.093658950385223,16.0,85.0,476.2730191715749,0.0,0.0,2.0,5.0,3.440010963380473
Swainsons Thrush,2000,0.0,8.093658950385223,18.0,90.0,479.7130301349554,4.0,0.0,3.0,3.0,44.599534938248894
Swainsons Thrush,2001,4.0,8.093658950385223,21.0,93.0,524.3125650732043,-3.8,0.0,-1.0,-21.0,-137.68102418134663
Swainsons Thrush,2002,0.2,8.093658950385223,20.0,72.0,386.63154089185764,0.0,0.0,-1.0,18.0,156.1055548649574
Swainsons Thrush,2003,0.2,8.093658950385223,19.0,90.0,542.737095756815,0.0,0.0,3.0,-12.0,-43.556870489634775
Swainsons Thrush,2004,0.2,8.093658950385223,22.0,78.0,499.1802252671803,0.0,0.0,-3.0,18.0,114.20527531547168
Swainsons Thrush,2005,0.2,8.093658950385223,19.0,96.0,613.385500582652,-0.2,0.0,4.0,13.0,82.12066491397024
Swainsons Thrush,2006,0.0,8.093658950385223,23.0,109.0,695.5061654966222,0.2,0.0,1.0,-8.0,-6.858380652262554
Swainsons Thrush,2007,0.2,8.093658950385223,24.0,101.0,688.6477848443596,1.8,0.0,-2.0,-8.0,-91.34507924893
Swainsons Thrush,2008,2.0,8.093658950385223,22.0,93.0,597.3027055954296,0.0,0.0,-3.0,14.0,57.366118190624775
Swainsons Thrush,2009,2.0,8.093658950385223,19.0,107.0,654.6688237860544,1.0,0.0,4.0,2.0,27.50681673157078
Swainsons Thrush,2010,3.0,8.093658950385223,23.0,109.0,682.1756405176252,-1.0,0.0,0.0,-12.0,-68.83183687628036
Swainsons Thrush,2011,2.0,8.093658950385223,23.0,97.0,613.3438036413448,-1.0,0.0,-2.0,9.0,65.51972751767255
Swainsons Thrush,2012,1.0,8.093658950385223,21.0,106.0,678.8635311590174,1.0,0.0,1.0,15.0,49.829950069092774
Swainsons Thrush,2013,2.0,8.093658950385223,22.0,121.0,728.6934812281102,0.0,0.0,2.0,-7.0,-32.61267620037563
Swainsons Thrush,2014,2.0,8.093658950385223,24.0,114.0,696.0808050277345,0.0,0.0,0.0,1.0,130.57125964865213
Brown creeper,1986,0.5,3.4635015375621987,20.0,92.0,541.1675599992918,-0.5,0.0,-2.0,-6.0,-52.000148766845086
Brown creeper,1987,0.0,3.4635015375621987,18.0,86.0,489.16741123244674,0.5,0.0,6.0,28.0,149.5887045652214
Brown creeper,1988,0.5,3.4635015375621987,24.0,114.0,638.7561157976681,-0.5,0.0,-3.0,-12.0,-51.561296284493665
Brown creeper,1989,0.0,3.4635015375621987,21.0,102.0,587.1948195131745,2.5,0.0,5.0,32.0,169.76647504189418
Brown creeper,1990,2.5,3.4635015375621987,26.0,134.0,756.9612945550687,-0.5,0.0,-1.0,-13.0,-94.83080373801465
Brown creeper,1991,2.0,3.4635015375621987,25.0,121.0,662.130490817054,-1.5,0.0,0.0,9.0,98.21206532250051
Brown creeper,1992,0.5,3.4635015375621987,25.0,130.0,760.3425561395545,-0.5,0.0,-4.0,-35.0,-245.2662580152604
Brown creeper,1993,0.0,3.4635015375621987,21.0,95.0,515.0762981242941,1.5,0.0,0.0,-10.0,-16.42080807526878
Brown creeper,1994,1.5,3.4635015375621987,21.0,85.0,498.65549004902533,-1.5,0.0,-2.0,-11.0,54.74896776042334
Brown creeper,1995,0.0,3.4635015375621987,19.0,74.0,553.4044578094487,1.0,0.0,2.0,19.0,48.729717722541864
Brown creeper,1996,1.0,3.4635015375621987,21.0,93.0,602.1341755319905,-1.0,0.0,-2.0,-6.0,-81.22435643851725
Brown creeper,1997,0.0,3.4635015375621987,19.0,87.0,520.9098190934733,2.0,0.0,-1.0,-14.0,-129.70067374599694
Brown creeper,1998,2.0,3.4635015375621987,18.0,73.0,391.20914534747635,-2.0,0.0,-2.0,12.0,85.06387382409855
Brown creeper,1999,0.0,3.4635015375621987,16.0,85.0,476.2730191715749,2.0,0.0,2.0,5.0,3.440010963380473
Brown creeper,2000,2.0,3.4635015375621987,18.0,90.0,479.7130301349554,0.0,0.0,3.0,3.0,44.599534938248894
Brown creeper,2001,2.0,3.4635015375621987,21.0,93.0,524.3125650732043,0.0,0.0,-1.0,-21.0,-137.68102418134663
Brown creeper,2002,2.0,3.4635015375621987,20.0,72.0,386.63154089185764,-1.8,0.0,-1.0,18.0,156.1055548649574
Brown creeper,2003,0.2,3.4635015375621987,19.0,90.0,542.737095756815,0.0,0.0,3.0,-12.0,-43.556870489634775
Brown creeper,2004,0.2,3.4635015375621987,22.0,78.0,499.1802252671803,-0.2,0.0,-3.0,18.0,114.20527531547168
Brown creeper,2005,0.0,3.4635015375621987,19.0,96.0,613.385500582652,2.0,0.0,4.0,13.0,82.12066491397024
Brown creeper,2006,2.0,3.4635015375621987,23.0,109.0,695.5061654966222,-1.0,0.0,1.0,-8.0,-6.858380652262554
Brown creeper,2007,1.0,3.4635015375621987,24.0,101.0,688.6477848443596,-0.8,0.0,-2.0,-8.0,-91.34507924893
Brown creeper,2008,0.2,3.4635015375621987,22.0,93.0,597.3027055954296,-0.2,0.0,-3.0,14.0,57.366118190624775
Brown creeper,2009,0.0,3.4635015375621987,19.0,107.0,654.6688237860544,4.0,0.0,4.0,2.0,27.50681673157078
Brown creeper,2010,4.0,3.4635015375621987,23.0,109.0,682.1756405176252,-3.8,0.0,0.0,-12.0,-68.83183687628036
Brown creeper,2011,0.2,3.4635015375621987,23.0,97.0,613.3438036413448,-0.2,0.0,-2.0,9.0,65.51972751767255
Brown creeper,2012,0.0,3.4635015375621987,21.0,106.0,678.8635311590174,0.2,0.0,1.0,15.0,49.829950069092774
Brown creeper,2013,0.2,3.4635015375621987,22.0,121.0,728.6934812281102,-0.2,0.0,2.0,-7.0,-32.61267620037563
Brown creeper,2014,0.0,3.4635015375621987,24.0,114.0,696.0808050277345,2.0,0.0,0.0,1.0,130.57125964865213
